,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
5221,0,,503210,tt2094927,0,129,en,"A multi-part documentary about the making of the Jurassic Park trilogy. Each part walks through the making of part of one of the films, including the hurricane during the shooting of the first film, and how advances in CGI for Jurassic Park helped change the world of special effects forever. All interviews for these retrospective documentaries come with comments from Spielberg, Johnston, Neill, Dern, Goldblum, the effects crews, the child actors, and Peter Stormare. This documentary is broken into five parts: Dawn of a New Era (25 min) Making Prehistory (20 min), the Next Step in Evolution (15 min), and the Third Adventure (25 min), Finding the Lost World (28 min), and Something Survived (16 min).",18.559,Return to Jurassic Park,6.5,759,2011,Action,Adventure,Documentary,Thriller,,,,
5222,0,https://www.pokemon.com/us/pokemon-episodes/pokemon-movies/pokemon-the-movie-kyurem-vs-the-sword-of-justice-2012,150213,tt2549540,44057737,71,ja,Ash and his two friends Iris and Cilan help a Keldeo battle against a powerful Dragon-type Pokémon named Kyurem its his test to become a Sacred Swordsman.,18.559,Pokémon the Movie: Kyurem vs. the Sword of Justice,6.4,131,2012,Action,Adventure,Animation,Family,Fantasy,ScienceFiction,,
5223,55000000,http://www.changelingmovie.net,3580,tt0824747,113020255,141,en,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",18.559,Changeling,7.6,3640,2008,Crime,Drama,Mystery,,,,,
5224,0,https://www.shinchan-movie.com/,955666,tt16410438,0,100,ja,"One day, a woman named Chiyome Hesogakure with a child named Chinzō visits the Nohara family and claims that she is the real mother of Shinnosuke and takes him away to a Ninja Village. In the Ninja Village, the Hesogakure family has been protecting ""the earth's navel"" by blocking it with a pure gold stopper using the ""Mononoke technique"" that has been passed down from generation. If it comes off, the earth will wither, the rotation will stop, and the ""tomorrow"" of the world will be lost! It is up to Shinnosuke to reveal the mystery of his birth and protect the future of the earth and the ""tomorrow"" of his family.",18.558,Crayon Shin-chan: Mononoke Ninja Chinpūden,7.0,4,2022,Animation,Comedy,,,,,,
5225,0,https://www.20thcenturystudios.com/movies/vacation-friends,653349,tt3626476,0,103,en,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",18.557,Vacation Friends,7.1,518,2021,Comedy,,,,,,,
5226,25000000,http://www.disastermovie.net/,13805,tt1213644,14109284,87,en,"The filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",18.557,Disaster Movie,3.3,888,2008,Comedy,ScienceFiction,,,,,,
5227,14000000,,2604,tt0096969,161001698,145,en,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",18.557,Born on the Fourth of July,7.0,1419,1989,Drama,War,,,,,,
5228,7500000,,9395,tt0094602,18869631,99,en,"Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice—expert and thorough bone-crushing.",18.556,Above the Law,6.1,555,1988,Action,Thriller,,,,,,
5229,38000000,,8874,tt0119738,299288605,105,en,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",18.556,My Best Friend's Wedding,6.6,2245,1997,Comedy,Romance,,,,,,
5230,9700000,http://www.theofficialjohncarpenter.com/christine/,8769,tt0085333,21200000,110,en,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",18.552,Christine,6.8,1617,1983,Horror,,,,,,,
5231,10000000,http://www.dogma-movie.com/,1832,tt0120655,31429330,130,en,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",18.549,Dogma,6.9,2132,1999,Adventure,Comedy,Fantasy,,,,,
5232,27000000,,409,tt0116209,231976425,162,en,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",18.548,The English Patient,7.2,1782,1996,Drama,Romance,War,,,,,
5233,55000000,,8984,tt0109635,214015089,123,en,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",18.546,Disclosure,6.2,985,1994,Crime,Drama,Thriller,,,,,
5234,0,,355338,tt4941804,0,5,en,"Riley, now 12, who is hanging out with her parents at home when potential trouble comes knocking. Mom's and Dad's Emotions find themselves forced to deal with Riley going on her first ""date.""",18.544,Riley's First Date?,7.2,711,2015,Animation,Family,,,,,,
5235,9000000,,14412,tt0082089,24058838,113,en,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.",18.543,Body Heat,7.1,448,1981,Crime,Romance,Thriller,,,,,
5236,25000000,,10776,tt0091419,38748395,94,en,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",18.543,Little Shop of Horrors,6.9,1194,1986,Comedy,Horror,,,,,,
5237,0,,14533,tt0123865,0,120,en,"Gia Carangi travels to New York City with dreams of becoming a fashion model. Within minutes of arriving, she meets Wilhelmina Cooper, a wise and high-powered agent who takes Gia under her wing. With Cooper's help and her own natural instincts, Gia quickly shoots to the top of the modeling world. When Cooper dies of lung cancer, however, Gia turns to drugs – and both she and her career begin to spiral out of control.",18.54,Gia,7.1,619,1998,Drama,Romance,,,,,,
5238,0,,697921,tt0466271,0,22,en,A behind-the-scenes documentary on the making of the film Willow (1988). Included are interviews with cast and crew and scenes of the actual filming of the production itself.,18.539,Willow: The Making of an Adventure,6.2,5,1988,Adventure,Documentary,Fantasy,,,,,
5239,46000000,,9411,tt0119099,25232289,124,en,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",18.538,Fallen,6.7,1141,1998,Action,Crime,Drama,Horror,Thriller,,,
5240,0,,1567,tt0157016,0,89,fr,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",18.537,I Stand Alone,7.5,422,1998,Drama,Thriller,,,,,,
5241,0,,275458,tt0180754,0,91,it,"An ex-model gets caught up in lust, murder and betrayal when a gun-wielding man pays her a visit.",18.535,The Hyena,3.7,9,1997,Romance,Thriller,,,,,,
5242,15000000,,10083,tt0093640,35509515,114,en,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well.",18.532,No Way Out,6.9,535,1987,Thriller,,,,,,,
5243,35000000,,4148,tt0959337,75981180,119,en,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,18.531,Revolutionary Road,7.0,3323,2008,Drama,Romance,,,,,,
5244,0,http://www.bleeckerstreetmedia.com/breathe,407445,tt5716464,477815,118,en,"Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",18.53,Breathe,7.4,652,2017,Drama,Romance,,,,,,
5245,31000000,,606,tt0089755,227514205,161,en,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",18.526,Out of Africa,7.2,1158,1985,Drama,History,Romance,,,,,
5246,3800000,,15212,tt0844894,0,98,en,"A scientist, Dr Holander, takes his niece Miranda to Mexico in an attempt to reverse the effects of the alien DNA he used to create her. However the treatment goes horribly wrong, and sets Miranda on a killing spree as she sets out to find a mate.",18.523,Species: The Awakening,4.7,193,2007,Horror,ScienceFiction,Thriller,,,,,
5247,0,,244458,tt1567437,0,101,en,"A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",18.52,The Voices,6.2,1544,2014,Comedy,Crime,Fantasy,Horror,,,,
5248,30000000,,6075,tt0106519,63848322,144,en,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",18.52,Carlito's Way,7.8,2663,1993,Crime,Drama,Romance,Thriller,,,,
5249,25000000,,2085,tt0165929,91036760,115,en,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",18.52,Romeo Must Die,6.2,985,2000,Action,Crime,Thriller,,,,,
5250,0,,676840,tt10719916,0,77,es,"A woman has a crush with a coworker and makes a ritual to make him fall in love with her, but things got a little out of hand when she messes with forces no one can control.",18.517,El amarre,7.0,90,2021,Horror,,,,,,,
5251,0,http://origin.monsterhigh.com/en-us/index.html,382581,tt5475710,0,69,en,"Join your favourite ghoulfriends in an all-new aquatic adventure! When the ghouls get pulled into the school pool, they're transported to the gore-geous underwater world of the Great Scarrier Reef. Lagoon realizes she's come home and, in a fintastic mission of the heart, decides to come to terms with her own freaky flaws. Of course she'll need help from the most creeperific firends ever as she confronts a frenemy from her past, competes in a scaretastic dance extravaganze, and fights a terrible beast from the deep!",18.516,Monster High: Great Scarrier Reef,7.8,86,2016,Animation,Family,,,,,,
5252,0,https://www.fate-sn.com/2nd/,390634,tt8091892,19790000,117,ja,"The Fifth Holy Grail War continues, and the ensuing chaos results in higher stakes for all participants. Shirou Emiya continues to participate in the war, aspiring to be a hero of justice who saves everyone. He sets out in search of the truth behind a mysterious dark shadow and its murder spree, determined to defeat it.  Meanwhile, Shinji Matou sets his own plans into motion, threatening Shirou through his sister Sakura Matou. Shirou and Rin Tohsaka battle Shinji, hoping to relieve Sakura from the abuses of her brother. But the ugly truth of the Matou siblings begins to surface, and many dark secrets are exposed.",18.512,Fate/stay night: Heaven's Feel II. Lost Butterfly,7.0,185,2019,Action,Animation,Drama,Fantasy,Romance,,,
5253,0,,10772,tt0060315,17277,93,it,A coffin-dragging gunslinger and a half-breed prostitute become embroiled in a bitter feud between a merciless masked clan and a band of Mexican revolutionaries.,18.512,Django,7.2,731,1966,Action,Western,,,,,,
5254,10000000,,15067,tt0901487,0,130,ko,"The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.",18.507,"The Good, the Bad, the Weird",7.2,614,2008,Action,Adventure,Comedy,Western,,,,
5255,0,,449664,tt5159414,1870824,81,en,Six friends test their intelligence in a game that takes a dark turn.,18.505,Escape Room,4.5,618,2017,Horror,Thriller,,,,,,
5256,0,http://www.pixar.com/short_films/Theatrical-Shorts/Piper,399106,tt5613056,0,6,en,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",18.499,Piper,8.2,1427,2016,Animation,Family,,,,,,
5257,0,https://www.missing.movie,768362,tt10855768,0,106,en,"When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",18.498,Missing,0.0,0,2023,Drama,Mystery,Thriller,,,,,
5258,0,,831728,tt7664100,0,85,de,"1960's Siegheilkirchen, a small town in the Austrian hinterland is steeped in reactionary and ultra-Catholic attitudes. The son of a hard-working innkeeper and his wife, called Snotty Boy by all and sundry, is at odds with the narrow-minded confines of his home town. But his unstoppable talent for drawing gives him an outlet for his discontent.",18.497,Snotty Boy,6.2,8,2021,Animation,,,,,,,
5259,112000000,,38745,tt1320261,237382724,85,en,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",18.496,Gulliver's Travels,5.2,2083,2010,Adventure,Comedy,Family,Fantasy,,,,
5260,2000000,,16296,tt0095444,43625095,88,en,Aliens disguised as clowns crash land on Earth in a rural town to capture unsuspecting victims in cotton candy cocoons for later consumption.,18.495,Killer Klowns from Outer Space,6.4,747,1988,Comedy,Horror,ScienceFiction,,,,,
5261,0,,10618,tt0105839,30399676,113,cn,"Wong Fei-Hung faces the White Lotus Society, a fanatical cult seeking to drive the Europeans out of China through violence, even attacking Chinese who follow Western ways. Wong must also defend Dr. Sun Yat Sen, a revolutionary, from the military.",18.493,Once Upon a Time in China II,7.1,197,1992,Action,Comedy,,,,,,
5262,1700000,,9694,tt0366292,16200000,112,ja,"People mysteriously start receiving voicemail messages from their future selves, in the form of the sound of them reacting to their own violent deaths, along with the exact date and time of their future death, listed on the message log. The plot thickens as the surviving characters pursue the answers to this mystery which could save their lives.",18.493,One Missed Call,6.1,336,2003,Horror,Mystery,,,,,,
5263,35000000,http://www.thisis40movie.com/,89492,tt1758830,88215156,134,en,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",18.492,This Is 40,5.8,1909,2012,Comedy,,,,,,,
5264,19000000,http://haroldandkumar.warnerbros.com,55465,tt1268799,36192775,108,en,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",18.475,A Very Harold & Kumar Christmas,6.0,801,2011,Comedy,,,,,,,
5265,0,,124157,tt2330866,83519699,135,ko,"A gang of South Korean thieves team up with a Hong Kong crew to steal a diamond necklace from a heavily-guarded casino safe in Macau. As the cops close in, old betrayals — and misunderstandings — resurface.",18.472,The Thieves,6.7,241,2012,Action,Crime,,,,,,
5266,0,,228794,tt0295539,0,87,it,"Passions run wildly amok at Carlo's (Gianni Demartiis) country inn as his wife, Amelia (Fabrizia Flanders), fantasizes about an affair with a guest, while his grandson Gianni (Lindo Damiani) spies on him to learn the secrets of love. And when Carlo's sexy cousin Marilinda (Erika Savastani) comes to stay, everybody sits up and takes notice. Joe D'Amato directs this spicy drama set in the 1920s.",18.47,Provocation,5.5,12,1996,Drama,Romance,,,,,,
5267,1200000,,1412,tt0098724,24741667,101,en,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,18.47,"sex, lies, and videotape",6.9,729,1989,Drama,,,,,,,
5268,40000000,,257932,tt2911342,0,88,zh,"For years, the land of Altera has observed an uneasy peace between the humans, the elves, and the beasts who are loyal to the legendary Black Dragon. But when the dragon wakes from its hibernation, mobilizing a force of beasts to make war, a small band of humans and elves unite in a search for the secret road to the dragon’s lair.",18.467,Dragon Nest: Warriors' Dawn,7.7,95,2014,Animation,Fantasy,,,,,,
5269,6500000,http://www.sonypictures.co.uk/homevideo/layercake/index.html,4836,tt0375912,11850214,105,en,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",18.461,Layer Cake,6.9,1707,2004,Crime,Drama,Thriller,,,,,
5270,23934823,http://dangerclosemovie.com,508664,tt0441881,2078370,119,en,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",18.46,Danger Close: The Battle of Long Tan,6.9,252,2019,Action,Drama,History,War,,,,
5271,0,,269494,tt3697626,19004,111,ko,"After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",18.458,A Hard Day,7.1,371,2014,Action,Crime,Thriller,,,,,
5272,7000000,,11051,tt0095497,8373585,164,en,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt.",18.457,The Last Temptation of Christ,7.2,852,1988,Drama,,,,,,,
5273,23000000,http://www.mgm.com/title_title.do?title_star=HARLEYDA,2453,tt0102005,7434726,98,en,"It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",18.457,Harley Davidson and the Marlboro Man,6.4,331,1991,Action,Thriller,,,,,,
5274,9000000,,360606,tt4456850,0,95,en,"Two teen rival babysitters, Jenny and Lola, team up to hunt down one of their kids who accidentally ran away into the big city without any supervision.",18.454,Adventures in Babysitting,7.3,340,2016,Comedy,Family,TVMovie,,,,,
5275,1000000,http://presskillswitch.com/,423988,tt5464234,0,91,en,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,18.453,Kill Switch,4.8,211,2017,Action,ScienceFiction,Thriller,,,,,
5276,0,http://www.burnthestagethemovie.com/,553512,tt9151704,0,85,ko,"A documentary following the worldwide famous music group BTS, as they tour the world and share their experience along with their beloved band friends and fans.",18.451,Burn the Stage: The Movie,8.4,386,2018,Music,,,,,,,
5277,4600000,,147773,tt1727388,23198652,103,en,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.",18.449,The Way Way Back,7.1,1514,2013,Comedy,Drama,,,,,,
5278,0,,238215,tt3203616,0,99,en,"Max Simkin repairs shoes in the same New York shop that has been in his family for generations. Disenchanted with the grind of daily life, Max stumbles upon a magical heirloom that allows him to step into the lives of his customers and see the world in a new way. Sometimes walking in another man's shoes is the only way one can discover who they really are.",18.448,The Cobbler,5.8,1436,2014,Comedy,Drama,Fantasy,,,,,
5279,0,https://www.disneyplus.com/movies/muppets-haunted-mansion/5F6XYZYVhMms,826914,tt14602326,0,52,en,Gonzo is challenged to spend one night in The Haunted Mansion on Halloween night.,18.447,Muppets Haunted Mansion,6.5,152,2021,Comedy,Family,TVMovie,,,,,
5280,26000000,https://www.judasandtheblackmessiah.com,583406,tt9784798,6416063,126,en,Bill O'Neal infiltrates the Black Panthers on the orders of FBI Agent Mitchell and J. Edgar Hoover. As Black Panther Chairman Fred Hampton ascends—falling for a fellow revolutionary en route—a battle wages for O’Neal’s soul.,18.447,Judas and the Black Messiah,7.4,1172,2021,Drama,History,,,,,,
5281,3000000,,821,tt0055031,10000000,179,en,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",18.445,Judgment at Nuremberg,8.0,609,1961,Drama,History,War,,,,,
5282,0,,449459,tt4131496,0,108,en,Three lighthouse keepers on an uninhabited island off the coast of Scotland discover something that isn't theirs to keep.,18.443,The Vanishing,5.7,607,2019,Mystery,Thriller,,,,,,
5283,52000000,,11817,tt0245803,37713879,104,en,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.",18.441,Bulletproof Monk,5.5,772,2003,Action,Comedy,Fantasy,,,,,
5284,15000000,,9035,tt0439815,12834936,95,en,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",18.441,Slither,6.5,1227,2006,Comedy,Horror,ScienceFiction,,,,,
5285,0,,74308,tt1683526,1681521,98,en,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",18.439,Detachment,7.6,1239,2011,Drama,,,,,,,
5286,32000000,,12106,tt0114214,18636537,107,en,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",18.438,The Quick and the Dead,6.5,1429,1995,Action,Thriller,Western,,,,,
5287,4000000,,8766,tt0116514,16675000,86,en,Three generations of the same family deal with the consequences of unleashing the forces of hell.,18.438,Hellraiser: Bloodline,5.2,419,1996,Horror,ScienceFiction,,,,,,
5288,0,,30575,tt0109277,9940717,60,ja,"As Usagi and her friends enjoy Christmas vacation, an unusual and fierce snowstorm hits town... The evil Snow Queen Kaguya has returned to claim Earth as her own. Crucial to Queen Kaguya's plan is a magical crystal from outer space, approaching Earth disguised as a comet. Once she gets hold of the crystal, she will have the power to suck away all life energy and cover the Earth in ice. Will Sailor Moon find the crystal before Queen Kaguya? Will her powers be enough to save the Earth from permanent winter? All hope lies with the Legendary Ultimate Scout Power!",18.433,Sailor Moon S the Movie: Hearts in Ice,7.9,97,1994,Action,Animation,Comedy,Fantasy,Romance,,,
5289,7000000,,10552,tt0088889,13100000,94,en,"Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",18.432,Cat's Eye,6.7,527,1985,Horror,Thriller,,,,,,
5290,0,https://www.netflix.com/title/81076586,785539,tt12929990,0,101,en,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,18.431,Resort to Love,7.3,355,2021,Comedy,Romance,,,,,,
5291,0,https://www.hbo.com/movies/bad-education,530723,tt8206668,0,108,en,"A superintendent of a school district works for the betterment of the student’s education when an embezzlement scheme is discovered, threatening to destroy everything.",18.43,Bad Education,6.8,554,2019,Crime,Drama,History,TVMovie,,,,
5292,1000000,http://www.chernobyldiaries.com/,93856,tt1991245,38390020,88,en,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide' who, ignoring warnings, takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but now a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",18.427,Chernobyl Diaries,5.2,1397,2012,Horror,Thriller,,,,,,
5293,47000000,,9894,tt0115798,102825796,96,en,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up—and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",18.427,The Cable Guy,5.9,2018,1996,Comedy,Drama,Thriller,,,,,
5294,0,https://www.netflix.com/title/81423174,949270,tt16969906,0,81,es,"After turning 40, César is invited to a culinary contest in Cancún, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.",18.425,40 Years Young,5.7,29,2022,Comedy,,,,,,,
5295,2000000,,11880,tt0280609,3537283,105,en,"A squad of British soldiers on training in the lonesome Scottish wilderness find a wounded Special Forces captain and the remains of his team. As they encounter zoologist Megan, it turns out that werewolves are active in the region. They have to prepare for some action as the there will be a full moon tonight...",18.425,Dog Soldiers,6.7,693,2002,Action,Horror,Thriller,,,,,
5296,40000000,,1677,tt0350258,124731534,152,en,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",18.425,Ray,7.4,1641,2004,Drama,Music,,,,,,
5297,15000000,http://www.penelopethemovie.com/,7985,tt0472160,21156270,103,en,"Forlorn heiress Penelope Wilhern is cursed, and the only way out is to fall in love with someone of suitable stock. But how can she find her soul mate when she's sequestered inside her family's estate with only her parents to keep her company. This untraditional fairy tale about a girl who bucks convention to create her own happy ending.",18.419,Penelope,6.7,1256,2006,Comedy,Fantasy,Romance,,,,,
5298,17000000,,9429,tt0120770,30331165,81,en,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",18.417,A Night at the Roxbury,6.6,744,1998,Comedy,Music,Romance,,,,,
5299,0,https://www.themauritanian.movie,644583,tt4761112,0,129,en,"The true story of the Mauritanian Mohamedou Ould Slahi, who was held at the U.S military's Guantanamo Bay detention center without charges for over a decade and sought help from a defense attorney for his release.",18.415,The Mauritanian,7.4,818,2021,Drama,Thriller,,,,,,
5300,0,,11891,tt0240468,0,81,en,"A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together.  As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way he encounters some strange characters.",18.415,Kung Pow: Enter the Fist,6.3,523,2002,Action,Comedy,,,,,,
5301,0,,774301,tt13603778,0,101,en,"The True story of how charismatic con man Jason Derek Brown bankrolls his extravagant lifestyle through a series of scams. On Brown’s trail: Lance Leising, a dogged FBI special agent determined to put Brown behind bars. When Brown’s funds run low and his past catches up with him, he plots his most elaborate scheme yet, pitting himself against Leising in a deadly game of cat and mouse — and becoming the most unlikely and elusive fugitive on the FBI’s most-wanted list.",18.414,American Murderer,5.2,5,2022,Crime,Drama,Thriller,,,,,
5302,183210,,693827,tt5078852,53478,119,en,"When the aging Meyer Lansky is investigated one last time by the Feds who suspect he has stashed away millions of dollars over half a century, the retired gangster spins a dizzying tale, revealing the untold truth about his life as the notorious boss of Murder Inc. and the National Crime Syndicate.",18.407,Lansky,6.2,93,2021,Crime,Drama,Thriller,,,,,
5303,0,,819309,tt13650600,0,105,en,"Ready for a night of legendary partying, three college students must weigh the pros and cons of calling the police when faced with an unexpected situation.",18.404,Emergency,6.1,155,2022,Comedy,Drama,Thriller,,,,,
5304,0,,743814,tt18372308,0,146,ko,"Mu-kwang volunteers to be a kitchen police of Sa-taek, the divisional commander, dreaming of success. One day, Mu-kwang meets Su-ryeon by chance, who is a young and beautiful wife of the commander. Soon, he feels a strong attraction by her.",18.404,Serve the People,6.5,15,2022,Romance,,,,,,,
5305,29900000,,554241,tt9134216,69412425,96,en,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,18.404,Playing with Fire,6.8,576,2019,Comedy,Family,,,,,,
